number	level	category	English	Deutsch	Nederlands	Italiano	Esperanto	Novial	Lingwa de Planeta	Sambahsa	Русский
1630	3	Combat	military [aj]	militärisch	militair	militare	milita	militari	gwer(-ney)	militar	военный, воинский
1631	2	Combat	army	Armee, Heer	leger	esercito (whole country's armed forces); armata (large unit of 'esercito')	armeo	armee	armee	armee	армия
1632	3	Combat	navy	Marine							
1635	2	Combat	war	Krieg	oorlog	guerra	milito	guere, milite	gwer	weir	война
1636	3	Combat	peace (freedom from fighting or turmoil)	Friede	vrede	pace	paco	pase	salam	pace	мир (не война)
1637	3	Combat	submission, surrender	Unterwerfung, Kapitulation	capitulatie, overgave	"{use periphrases with verbs ""arrendersi"" or ""sottomettersi"" used instead}"	cedo, rezigno	submisione	 	taslime, jiauschou, capitulation	подчинение, сдача
1640	3	Government	politics	Politik	politiek	politica	politiko	politike	politika	politique	политика
1641	3	Government	campaign (for political office)	Feldzug	campagne	campagna elettorale	kampanjo		kampania	campagne	кампания
1642	3	Government	elect (select by voting) [v]	wählen, abstimmen	verkiezen	eleggere	elekti	elekta	elekti	eleg	избирать
1643	3	Government	vote [v]	Abstimmung	stemmen	votare	voĉdoni, baloti	vote	voti	vote	голосовать
1644	3	Government	party (political faction)	Partei	partij	partito	partio	partise			
1645	3	Government	resign [v]	niederlegen	ontslag nemen	rassegnare le dimissioni	eksiĝi	resigna	 	istife	уходить в отставку
1646	3	Government	parliament, congress (legislative body of elected officers)	Parlament	parlement, congres	parlamento	parlamento	parlamente, kongrese, legifante	parlamenta	parlament	парламент
1650	2	Government	law (a rule enforced by a government)	Gesetz	wet	legge	leĝo	lege	kanun	loy	закон
1651	3	Government	constitution (charter of an organization)	Verfassung	statuten [plurale tantum]	costituzione (of a country); statuto, regolamento (of organisation)	statuto	konstitutione	konstitusion	constitution	конституция
1652	3	Government	court (of law)	Gericht	rechtszaal, gerechtshof	tribunale	jurejo, tribunalo	korte	judiguan	tribunal, diksghehrd	суд
1653	3	Government	jury	Geschworene	jury, gezworenen	giuria	ĵurio	jurie	juri	jury	жюри
1654	2	Government	crime (an illegal act)	Verbrechen	misdaad	crimine, reato	krimo	krime			
1655	3	Government	trial (in court)	Prozess	proces	processo	proceso	prosese	judidela	process, mahel	дело, процесс (в суде)
1656	3	Government	police (organization to enforce laws)	Polizei	politie	polizia	polico	polise	polis	police	полиция
1657	3	Government	arrest [v]	festnehmen							
1658	3	Government	torture [v]	foltern	folteren	torturare, tormentare	torturi, turmenti [vt]	tortura, tormenta			
1659	3	Government	prisoner	Häftling							
1660	3	Government	judge (presiding in a court of law)	Richter							
1661	3	Government	police officer	Polizist							
1662	3	Government	hostage	Geisel							
1663	3	Government	kidnap [v]	entführen							
1664	3	Government	rape [v]	vergewaltigen, schändigen							
1670	2	Government	control [v]	regeln, beherrschen	beheersen, regelen, besturen	controllare	regi	domina, kontrola	kontroli, ruli		контролировать,
1671	2	Government	permit, allow, let [v]	erlauben	toelaten, toestaan	permettere	permesi	permise	permiti	permitt	разрешать
1672	2	Government	prohibit, forbid, contra-permit [v]	verbieten	verbieden	proibire, vietare	malpermesi	despermise	prohibi	ban	запрещать
1673	3	Government	obey [v]	gehorchen	gehoorzamen	ubbidire, obbedire	obei	obedia	obedi	obedeih	повиноваться
1674	3	Government	disobey [v]	widersetzen							
1675	2	Government	rule, regulation	Regel	regel	regola (way to do something); regolamento (official set of directions)	regulo	regle	regula	reul	правило
1676	3	Government	organize (bring X's together to perform a task) [v]	organisieren	organiseren	organizzare	organizi	organisa	organisi	organise	организовать
1677	3	Government	unite [v]	vereinigen	verenigen	unire	unuigi [vt], unuiĝi [vi]	unisa	unisi	unie	объединять
1678	2	Government	free (at liberty) [aj]	frei	vrij	libero	libera	liberi	libre	leu(de)r	свободный
1679	3	Government	independent [aj]	unabhängig	onafhankelijk, zelfstandig	indipendente	sendependa	non-dependante	nodependa-ney	independent	независимый
1680	2	Government	punish [v]	bestrafen	straffen	punire	puni [vt]	puni	puni	puneih	наказать
1681	2	Government	reward [v]	belohnen	belonen	ricompensa	rekompenci [vt]	rekompensa	rekompensi	recompense, meizd	воздавать, отплачивать награждать
1682	2	Government	prize, award	Prämie	premie, beloning	premio	premio	premie	prisa, premia	mizd	приз, премия
1701	2	Business	exchange, trade, swap [v]	tauschen	uitwisselen, ruilen	scambiare, dare in cambio (both generic)	interŝanĝi [vt]	kambia	intershanja	exchange	обмен
1705	2	Business	money	Geld	geld	denaro	mono	moneye	mani	denars	деньги
1706	3	Business	merchandise, goods, wares	Ware	waren	beni {plural only}	varoj	vares	pin	tovar, ware	товары
1707	3	Business	store, cache, reserve (supply kept for future need)	Vorrat, Lager	voorraad, magazijn	riserva	rezervo	reserva, depo	sklad	запас; хранилище	
1708	3	Business	business, commerce	Handel	handel, business	"affari {plural only; ""commercio"" means ""trading""}"	komerco	komerse	bisnes, komersa	verslyn, commerce	бизнес, торговля
1709	2	Business	company (a business organization), firm	Gesellschaft	firma	ditta	kompanio	kompania	firma	compagnie, firm(a)	фирма, компания
1715	2	Business	rich, wealthy [aj]	reich	rijk	ricchezza, beni {plural only}	riĉa	richi	riche	riche	богатый
1716	2	Business	poor, impoverished [aj]	arm	arm	povero	malriĉa	povri	povre	orm	бедный
1720	3	Business	offer (present for acceptance or rejection) [v]	anbieten	aanbieden	presentare (goods); proporre (advices, opinions, suggestions)	proponi [vt]	ofra	proposi	offer	предлашать
1721	3	Business	accept (willingly receive) [v]	annehmen	accepteren	accettare	akcepti [vt]	alsepta	aksepti	accepte	принимать
1722	3	Business	reject, refuse (contra-accept) [v]	ablehnen	verwerpen, weigeren	rifiutare	rifuzi [vt]	refusa	refusi	refuse	отказаться
1730	3	Business	own (possess according to law or custom) [v]	besitzen	bezitten	possedere	posedi [vt]	posese {?}	posesi	possedd	обладать
1731	2	Business	"keep, retain, go on having (e.g. ""you should keep this book"") [v]"	behalten	houden, behouden	tenere (keep); conservare (keep in good state)	reteni [vt]	retena			
1732	2	Business	lack (be without) [v]	(I lack it = es mangelt mir an)	ontberen, missen, niet habben	mancare di, essere senza	malhavi [vt], manki [vi]	manka	falti	au, wan	недоставать
1733	2	Business	lose (cease having; contra-acquire) [vt]	verlieren	verliezen	perdere	perdi [vt]	perda	lusi	leus	терять
1734	1	Business	give [v]	geben	geven	dare	doni [vt]	dona	dai	dah	дать
1735	2	Business	provide, supply, furnish [v]	besorgen	voorzien (van)	provvedere di, fornire	provizi [vt]	provise	saplai	dadw	обеспечивать, снабжать
1736	1	Business	get, acquire, gain, obtain [vt]	bekommen	krijgen	ottenere	akiri [vt]	resiva, obtena	en-hev, akwiri	hassile	заиметь, приобрести
1737	3	Business	receive [v]	empfangen	ontvangen	ricevere	ricevi [vt]	resiva	resivi	dak, preim, recep	получить
1738	1	Business	"take (in the sense of E-o ""preni"", G ""nehmen"", Sp ""tomar"") [v]"	nehmen	nemen	prendere	preni [vt]	prenda			
1739	2	Business	steal (take in a criminal way) [v]	stehlen	stelen, pikken {slang}, jatten {slang}	rubare	ŝteli [vt]	furta	chori	klehpt	украсть
1740	3	Business	available								
1750	1	Business	buy, purchase [v]	kaufen	kopen, aankopen, aanschaffen	comprare	aĉeti [vt]	kompra	kupi	kaup	покупать
1751	1	Business	sell [v]	verkaufen	verkopen	vendere	vendi [vt]	venda	vendi	pehrn	продавать
1752	3	Business	pay [v]	gezahlen	betalen	pagare	pagi [vt]	paga	pagi	paygh	платить
1755	2	Business	price, cost	Preis	prijs	prezzo (money required to buy X); costo (resources required to make X)	prezo	pretie	prais	pris	цена
1756	2	Business	cheap, inexpensive [aj]	billig	goedkoop	economico	malmultekosta, malkara	chipi	chipe	ieftin	дешёвый
1757	2	Business	expensive, costly [aj]	kostspielig	duur, kostbaar	"costoso, caro {slightly more informal than ""costoso""}"	multekosta, kara	cheri	guy	dorgv, costeus	дорогой
1758	3	Business	value, worth	Wert	waarde	valore	valoro	valore			
1760	2	Business	borrow [v]	leihen	lenen van	prestare	prunti [vt]	prunta	loni, pren lon-nem		одалживать,
1761	2	Business	lend [v]	ausleihen	lenen	prestare	prunti [vt]	presta	loni, dai lon-nem		одалживать,
1765	3	Business	credit (permission to borrow money)	Kredit	krediet	credito	kredito	kredite	kredita	credit	кредит
1766	3	Business	debt, obligation to pay	Schuld	schuld	debito	ŝuldo	debatu(m)	deba	dulg	долг (денежный)
1770	3	Business	public (available to most or all persons) [aj]	öffentlich	publiek, openbaar	pubblico	publika	publi, publik(i)	publike	public	публичный, общественный
1771	3	Business	private (contra-public) [aj]	privat	prive', privaat	privato	privata	privat(i)	private	privat	личный, приватный
1775	3	Business	account (record of money received/paid/owed)	Konto	rekening	conto	konto	registre	akaunta	conte	счёт (в банке)
1776	3	Business	bill, invoice (statement of money owed)	Rechnung	rekening	fattura	fakturo	fakture	bil	facture, quitance	счёт (на оплату)
1777	3	Business	cheque, check (written order directing a bank to pay from an account)	Scheck	cheque	assegno	ĉeko	cheke			
1778	3	Business	contract (agreement-document)	Vertrag	verdrag, contract	contratto	kontrakto	kontrate	kontrakta	contract	контракт
1779	3	Business	ticket	Karte	kaartje, ticket	biglietto	bileto	bilete			
1782	3	Business	frugal, thrifty [aj]	sparsam	spaarzaam	frugale	ŝparema	frugal(i)	sparishil	iktissadic	бережливый
1783	3	Business	generous, charitable [aj]	freigebig	vrijgevig, liefdadig	generoso (liberal with own's wealth)	malavara	jenerosi	donishil	genereus	щедрый
1784	2	Business	greedy [aj]	gierig	hebzuchtig, gierig	avaro	avara	avidi	avide	lasni	жадный
1787	3	Business	insurance (protective contractual arrangement)	Versicherung	verzekering	assicurazione	asekuro	assuratione	sigurisa	sicurance	cтраховка
1788	3	Business	responsibility, liability, accountability	Verantwortung	verantwoordelijkheid	responsabilità	respondeco	responso	responsa	massoulia	ответственность
1790	3	Business	invest [v]	investieren	investeren	investire	investi [vt]	plasa	investi	invest	 
1791	3	Business	profit, gain	Gewinn	profijt, voordeel	profitto, utile	profito	profite	profit	profit, lautel	выгода
1792	3	Business	loss (contra-profit)								
1793	3	Business	stock market								
1795	2	Business	job, employment	Job	werk, job	lavoro, impiego	dungo	taske, employate	gunsa, emploisa	job, employ	работа, занятость
1796	3	Business	strike (work stoppage as protest)	Streik	staking	sciopero	striko	strike	gunstopa	strayk	забастовка
1797	3	Business	wages								
1801	3	Belief	religion	Religion	religie, godsdienst	religione	religio	religione	religion	religion	религия
1802	2	Belief	magic, sorcery	Zauberei, Zauberkunst	tovenarij, magie	"magia (""white""); stregoneria (""black"")"	magio, sorĉarto	magia	magia	magia	магия
1803	3	Belief	priest, clergyman	Priester	priester, pastoor	prete, sacerdote	pastoro	prestre	pop	blaghmen, sakerdot, pr	священник
1804	3	Belief	revelation, mystical vision	Offenbarung	openbaring	"rivelazione (a message from ""above""); visione (a supernatural perception)"	revelacio	revelatione	revela	revelation	откровение
1806	3	Belief	scripture								
1810	2	Belief	god, diety	Gott	god	dio, divinità	dio	dee (-o, -a)	boh	div	бог
1811	3	Belief	angel	Engel	engel	angelo	anĝelo	anjele	anjel	angel	ангел
1812	3	Belief	fairy (supernatural flying humanoid)	Fee		fata	feo	fea			
1813	3	Belief	devil								
1814	3	Belief	monster								
1820	3	Belief	pray [v]	beten	bidden	pregare	preĝi	prega			
1821	3	Belief	bless (wish good upon) [v]	segnen	zegenen	benedire	beni	benedikte	blesi	blagh	благословлять
1822	3	Belief	curse, damn (wish evil upon) [v]	verfluchen	vervloeken	maledire	malbeni	damna	damni	balstehm, aforise	проклинать
1830	3	Belief	soul, spirit (believed to outlive the body)	Seele	ziel, geest	anima	animo	alme	atma	atmen	душа
1831	2	Belief	ghost (manifestation of dead person's soul)	Gespenst, Geist	geest, spook	spirito, fantasma	spirito	spirite	fantom	fantem	призрак
1840	2	Belief	heaven	Himmel	hemel	cielo	ĉielo	siele			
1841	3	Belief	hell, Hades	Hölle	hel	inferno	inferno	inferne	inferna	hayd	ад
1850	2	Belief	holy, sacred [aj]	heilig	heilig	santo, sacro	sankta	sakri	sante	saker	святой
1860	3	Belief	atheism								
1865	3	Belief	Buddhism								
1870	3	Belief	Christianity								
1875	3	Belief	Hinduism								
1880	3	Belief	Islam								
1885	3	Belief	Judaism								
1890	3	Belief	ritual, rite, ceremony	Ritus, Ritual	ritueel	rituale; rito, cerimonia	rito	ritu, seremonie	ritual	ritual	ритуал
1891	3	Belief	funeral								
1901	2	Value	opinion	Meinung	mening, opinie	opinione	opinio	opinione	opina	mayn, opinion	мнение
1902	3	Value	judge (compare something to criteria), form an opinion about [v]	beurteilen	beoordelen	giudicare; valutare	juĝi, prijuĝi	judika	judi	kehns	судить
1905	1	Value	good [aj]	gut	goed	buono	bona	bon(i)	hao	weus-	хороший
1906	1	Value	bad [aj]	schlecht	slecht	cattivo	malbona	mal(i)	bade	dus-	плохой
1907	3	Value	virtuous								
1908	3	Value	evil [aj]	übel	kwaad, boos	malvagio	malbon(eg)a	mal(i) {might use 'malisi'}	bade	khiter	злой, порочный
1909	2	Value	suitable, proper, fit(ting), appropriate [aj]	geeignet	passend	appropriato, conveniente	taŭga, konvena	apti	godi-she	dohbro	подходящий
1910	2	Value	fair, just, equitable [aj]	gerecht	rechtvaardig	giusto, equo	justa	justi			
1915	3	Value	admire [v]	bewundern	bewonderen	ammirare	admiri	admira	admiri	admire	восхищаться
1916	3	Value	respect, venerate, esteem [v]	achten	respekteren, achten	rispettare, stimare	estimi, respekti	respekte	respekti	respect	уважать
1917	2	Value	like, enjoy (derive pleasure from) [v]	gern haben, (I like it = es gefällt mir)	mogen, leuk vinden, graag doen	apprezzare; piacere [refl. v]	ĝui, ŝati	prisa (to like, value); savura (enjoy, of foods); jua (enjoy)	pri, jui	kam, preih	нравиться, наслаждаться
1918	3	Value	dislike [v]								
1919	3	Value	approve (of) [v]	Beifall	goedkeuring, toestemming	approvare	aprobo	aprobatione	aprobi	approbe	одобрять
1920	2	Value	prefer, favor [v]	bevorzugen	de voorkeur geven	preferire	preferi, favori	prefera	preferi	prefer	предпочитать
1921	3	Value	dear, precious, cherished [aj]	lieb	lief	caro	kara	kar(i)	kare	kyar	дорогой, милый
1925	2	Value	believe (accept as true) [v]	glauben	geloven	credere, credere in	kredi	kreda	kredi	credeih	верить
1926	3	Value	doubt [v]	Zweifeln	twijfelen	dubitare, mettere in dubbio	dubi	duta	dubi	dwoi	сомневаться
1927	3	Value	test, check [v]	prüfen, probieren	toetsen	provare	testi, ekzameni, kontroli [vt]	testa	testi	teste	испытывать, тестировать
1928	3	Value	proof, evidence	Beweis	bewijs	prova	pruv(aĵ)o	pruvo	pruva	pruv	доказательство
1929	3	Value	experiment	Versuch	experiment	esperimento	eksperimento	experimente	experimenta	experiment	эксперимент
1935	2	Value	simple [aj]	einfach	eenvoudig	semplice	simpla, malkompleksa, malkomplika	simpli	simple	simple	простой
1937	2	Value	complex [aj]	kompliziert	ingewikkeld	complesso (made of many parts); complicato (difficult)	kompleksa, komplika, malsimpla	komplexi	komplike	complexe	сложный
1939	2	Value	clear, plain (easy to see/understand) [aj]	klar	klaar	chiaro, evidente	klara, evidenta	klar(i)	klare	clar	ясный
1941	3	Value	exact, precise [aj]	genau	nauwkeurig	esatto, preciso	preciza, ekzakta	exakti, presis(i), akurat(i)	exakte	exact	точный
1943	1	Value	true [aj]	wahr	waar	vero	vera	veri	vere	ver	настоящий, истинный
1945	1	Value	false, untrue [aj]	falsch	valsch	falso	malvera, falsa	falsi	false	fals	ложный
1947	1	Value	right, correct [aj]	richtig	juist	giusto	ĝusta	korekti	prave	(cor)rect	правильный
1949	1	Value	wrong, incorrect [aj]	falsch	verkeerd	sbagliato	malĝusta, erara	deskorekti {*}	noprave	ghaw	неправильный
1951	2	Value	real, actual [aj]	wirklich, echt	werkelijk	reale	reala, efektiva	real	reale	real	реальный
1953	2	Value	imaginary								
1960	3	Value	famous [aj]	berühmt	beroemd	famoso	fama, famekonata	famosi	fama-ney	maschour	знаменитый
1961	3	Value	obscure, unheard of [aj]	obskur	obscuur	sconosciuto (generic); oscuro (not famous person)	nekonata	obskur(i)	bukoni-ney	obscure	неизвестный
